MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170214,CT,0.00,100.00,100.00,75.94,28.39,0.00,2017-02-14,2017-02-20,1
20170207,CT,0.00,100.00,100.00,75.94,28.39,0.00,2017-02-07,2017-02-13,1
20170131,CT,0.00,100.00,100.00,75.94,38.58,0.00,2017-01-31,2017-02-06,1
20170124,CT,0.00,100.00,100.00,77.66,40.97,0.00,2017-01-24,2017-01-30,1
20170117,CT,0.00,100.00,100.00,77.66,40.97,0.00,2017-01-17,2017-01-23,1
20170110,CT,0.00,100.00,100.00,77.66,40.97,0.00,2017-01-10,2017-01-16,1
20170103,CT,0.00,100.00,100.00,82.57,40.97,0.00,2017-01-03,2017-01-09,1
20161227,CT,0.00,100.00,100.00,82.57,42.33,0.00,2016-12-27,2017-01-02,1
20161220,CT,0.00,100.00,100.00,82.57,42.33,0.00,2016-12-20,2016-12-26,1
20161213,CT,0.00,100.00,100.00,82.90,44.28,0.00,2016-12-13,2016-12-19,1
20161206,CT,0.00,100.00,100.00,82.90,44.28,0.00,2016-12-06,2016-12-12,1
20161129,CT,0.00,100.00,100.00,82.90,44.28,0.00,2016-11-29,2016-12-05,1
20161122,CT,0.00,100.00,100.00,69.32,44.28,0.00,2016-11-22,2016-11-28,1
20161115,CT,0.00,100.00,100.00,69.32,44.50,0.00,2016-11-15,2016-11-21,1
20161108,CT,0.00,100.00,100.00,69.32,0.00,0.00,2016-11-08,2016-11-14,1
20161101,CT,0.00,100.00,100.00,69.32,0.00,0.00,2016-11-01,2016-11-07,1
20161025,CT,0.00,100.00,100.00,88.36,0.00,0.00,2016-10-25,2016-10-31,1
20161018,CT,0.00,100.00,100.00,88.92,0.00,0.00,2016-10-18,2016-10-24,1
20161011,CT,0.00,100.00,100.00,86.25,0.00,0.00,2016-10-11,2016-10-17,1
20161004,CT,0.00,100.00,100.00,86.25,0.00,0.00,2016-10-04,2016-10-10,1
20160927,CT,0.00,100.00,100.00,68.74,0.00,0.00,2016-09-27,2016-10-03,1
20160920,CT,0.00,100.00,100.00,68.74,0.00,0.00,2016-09-20,2016-09-26,1
20160913,CT,0.00,100.00,100.00,68.74,0.00,0.00,2016-09-13,2016-09-19,1
20160906,CT,0.00,100.00,99.26,4.73,0.00,0.00,2016-09-06,2016-09-12,1
20160830,CT,0.00,100.00,99.26,4.73,0.00,0.00,2016-08-30,2016-09-05,1
20160823,CT,0.00,100.00,99.26,4.73,0.00,0.00,2016-08-23,2016-08-29,1
20160816,CT,0.00,100.00,99.26,4.73,0.00,0.00,2016-08-16,2016-08-22,1
20160809,CT,0.00,100.00,99.26,10.22,0.00,0.00,2016-08-09,2016-08-15,1
20160802,CT,0.00,100.00,99.26,10.22,0.00,0.00,2016-08-02,2016-08-08,1
20160726,CT,0.00,100.00,98.20,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,CT,0.00,100.00,71.19,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,CT,0.00,100.00,42.94,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,CT,0.00,100.00,42.82,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,CT,0.00,100.00,40.33,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,CT,0.00,100.00,19.40,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,CT,0.54,99.46,0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,CT,38.77,61.23,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,CT,43.83,56.17,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,CT,43.83,56.17,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,CT,43.83,56.17,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,CT,43.83,56.17,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,CT,43.27,56.73,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,CT,43.27,56.73,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,CT,43.27,56.73,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,CT,70.24,29.76,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,CT,21.30,78.70,29.76,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,CT,1.87,98.13,29.76,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,CT,1.87,98.13,29.76,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,CT,1.87,98.13,29.76,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,CT,2.17,97.83,29.76,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,CT,0.00,100.00,92.26,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,CT,0.00,100.00,92.26,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,CT,0.00,100.00,92.26,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,CT,0.00,100.00,92.26,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,CT,0.00,100.00,83.28,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,CT,0.00,100.00,83.28,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,CT,0.00,100.00,83.28,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,CT,0.00,100.00,88.01,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,CT,0.00,100.00,64.43,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,CT,0.00,100.00,37.41,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,CT,0.00,100.00,38.16,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,CT,5.83,94.17,21.06,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,CT,5.59,94.41,21.06,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,CT,5.59,94.41,22.65,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,CT,5.59,94.41,22.65,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,CT,38.82,61.18,22.65,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,CT,37.06,62.94,22.68,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,CT,37.06,62.94,22.68,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,CT,37.06,62.94,22.68,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,CT,8.22,91.78,22.68,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,CT,0.00,100.00,22.68,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,CT,0.00,100.00,38.24,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,CT,0.00,100.00,44.32,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,CT,0.00,100.00,44.32,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,CT,0.00,100.00,44.32,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,CT,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,CT,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,CT,0.00,100.00,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,CT,4.57,95.43,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,CT,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,CT,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20191231,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,DC,0.00,100.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,DC,0.00,100.00,100.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,DC,0.00,100.00,100.00,100.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,DC,0.00,100.00,100.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,DC,0.00,100.00,91.76,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,DC,0.00,100.00,91.76,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,DC,0.00,100.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,DC,12.34,87.66,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,DC,12.34,87.66,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,DC,12.34,87.66,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,DC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,DC,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,DC,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,DC,46.93,53.07,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,DC,0.00,100.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,DC,0.00,100.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,DC,0.00,100.00,74.24,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,DC,0.00,100.00,74.24,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,DC,0.00,100.00,99.99,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,DC,0.00,100.00,99.99,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,DC,0.00,100.00,99.99,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,DC,0.00,100.00,99.99,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,DC,0.00,100.00,99.99,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,DC,0.00,100.00,100.00,100.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,DC,0.00,100.00,100.00,100.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,DC,0.00,100.00,100.00,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,DC,19.55,80.45,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,DC,19.97,80.03,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,DC,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,DC,0.00,100.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,DC,0.00,100.00,100.00,11.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,DC,0.00,100.00,100.00,11.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,DC,0.00,100.00,100.00,100.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,DC,0.00,100.00,100.00,100.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,DC,0.00,100.00,100.00,100.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,DC,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,DC,0.00,100.00,100.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20161220,DC,0.00,100.00,100.00,0.00,0.00,0.00,2016-12-20,2016-12-26,1
20161213,DC,0.00,100.00,100.00,0.00,0.00,0.00,2016-12-13,2016-12-19,1
20161206,DC,0.00,100.00,100.00,0.00,0.00,0.00,2016-12-06,2016-12-12,1
20161129,DC,0.00,100.00,100.00,0.00,0.00,0.00,2016-11-29,2016-12-05,1
20161122,DC,0.00,100.00,100.00,0.00,0.00,0.00,2016-11-22,2016-11-28,1
20161115,DC,0.00,100.00,59.44,0.00,0.00,0.00,2016-11-15,2016-11-21,1
20161108,DC,25.23,74.77,0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,1
20161101,DC,12.78,87.22,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,1
20161025,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,1
20161018,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,1
20161011,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,DC,0.00,100.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,DC,72.16,27.84,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,1
20160816,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,DC,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,1
